"OrderID","ProductID"
"US-2015-134026","FUR-CH-10000513"
"US-2015-134026","FUR-FU-10003708"
"US-2015-134026","OFF-ST-10004123"
"US-2017-118038","OFF-BI-10004182"
"US-2017-118038","FUR-FU-10000260"
"US-2017-118038","OFF-ST-10000615"
"US-2014-147606","FUR-FU-10003194"
"CA-2016-127208","OFF-AP-10002118"
"CA-2016-127208","OFF-BI-10002309"
"CA-2014-139451","OFF-AR-10002053"
"CA-2014-139451","OFF-ST-10002370"
"CA-2015-149734","OFF-EN-10000927"
"US-2017-119662","OFF-ST-10003656"
"CA-2017-140088","FUR-CH-10000863"
"CA-2017-155558","TEC-AC-10001998"
"CA-2017-155558","OFF-LA-10000134"
"CA-2016-159695","OFF-ST-10003442"
"CA-2016-109806","OFF-AR-10004930"
"CA-2016-109806","TEC-PH-10004093"
"CA-2016-109806","OFF-PA-10000304"
"CA-2015-149587","OFF-PA-10003177"
"CA-2015-149587","FUR-FU-10003799"
"CA-2015-149587","OFF-BI-10002852"
"US-2017-109484","OFF-BI-10004738"
"CA-2017-161018","FUR-FU-10000629"
"CA-2017-157833","OFF-BI-10001721"
"CA-2016-149223","OFF-AP-10000358"
"CA-2016-158568","OFF-PA-10003256"
"CA-2016-158568","TEC-AC-10001767"
"CA-2016-158568","OFF-BI-10002609"
"CA-2016-129903","OFF-PA-10004040"
"US-2015-156867","TEC-AC-10001552"
"US-2015-156867","FUR-FU-10004006"
"US-2015-156867","OFF-BI-10002794"
"CA-2017-119004","TEC-AC-10003499"
"CA-2017-119004","TEC-PH-10002844"
"CA-2017-119004","OFF-AR-10000390"
"CA-2015-129476","TEC-AC-10000844"
"CA-2017-146780","FUR-FU-10001934"
"CA-2016-128867","OFF-AR-10000380"
"CA-2016-128867","OFF-BI-10003981"
"CA-2014-115259","OFF-FA-10000621"
"CA-2014-115259","OFF-EN-10002600"
"CA-2014-115259","OFF-PA-10004965"
"CA-2014-115259","OFF-EN-10002504"
"CA-2015-110457","FUR-TA-10001768"
"US-2015-136476","OFF-BI-10003650"
"CA-2016-103730","FUR-FU-10002157"
"CA-2016-103730","OFF-BI-10003910"
"CA-2016-103730","OFF-ST-10000777"
"CA-2016-103730","OFF-EN-10002500"
"CA-2016-103730","TEC-PH-10003875"
"US-2014-152030","FUR-CH-10004063"
"US-2014-134614","FUR-TA-10004534"
"US-2017-107272","OFF-BI-10003274"
"US-2017-107272","OFF-ST-10002974"
"US-2016-125969","FUR-CH-10001146"
"US-2016-125969","FUR-FU-10003773"
"US-2017-164147","TEC-PH-10002293"
"US-2017-164147","OFF-PA-10002377"
"US-2017-164147","OFF-FA-10002780"
"CA-2016-145583","OFF-PA-10001804"
"CA-2016-145583","OFF-PA-10001736"
"CA-2016-145583","OFF-AR-10001149"
"CA-2016-145583","OFF-FA-10002988"
"CA-2016-145583","OFF-BI-10004781"
"CA-2016-145583","OFF-SU-10001218"
"CA-2016-145583","FUR-FU-10001706"
"CA-2016-110366","FUR-FU-10004848"
"CA-2017-106180","OFF-AR-10000940"
"CA-2017-106180","OFF-EN-10004030"
"CA-2017-106180","OFF-PA-10004327"
"CA-2017-155376","OFF-AP-10001058"
"CA-2015-110744","OFF-ST-10003656"
"CA-2014-110072","FUR-FU-10000521"
"CA-2016-114489","TEC-PH-10000215"
"CA-2016-114489","TEC-PH-10001448"
"CA-2016-114489","FUR-CH-10000454"
"CA-2016-114489","OFF-BI-10002735"
"CA-2016-158834","OFF-AP-10000326"
"CA-2016-158834","TEC-PH-10001254"
"CA-2015-124919","OFF-PA-10001950"
"CA-2015-124919","OFF-PA-10002254"
"CA-2015-124919","OFF-ST-10001590"
"CA-2015-118948","OFF-AR-10001547"
"CA-2014-104269","FUR-CH-10004063"
"CA-2016-114104","OFF-LA-10002475"
"CA-2016-114104","TEC-PH-10004536"
"CA-2016-162733","OFF-PA-10002751"
"CA-2015-119697","TEC-AC-10003657"
"CA-2016-154508","OFF-EN-10001990"
"CA-2016-113817","OFF-BI-10004002"
"CA-2014-139892","OFF-AR-10004441"
"CA-2014-139892","TEC-MA-10000822"
"CA-2014-139892","OFF-ST-10000991"
"CA-2014-139892","FUR-CH-10004287"
"CA-2014-139892","OFF-AR-10002656"
"CA-2014-139892","OFF-AP-10002518"
"CA-2014-139892","TEC-PH-10003931"
"CA-2014-118962","OFF-PA-10000659"
"CA-2014-118962","OFF-PA-10001144"
"CA-2014-118962","FUR-CH-10003817"
"US-2014-100853","OFF-AP-10000891"
"US-2014-100853","OFF-LA-10003148"
"US-2017-152366","OFF-AP-10002684"
"US-2015-101511","FUR-CH-10004698"
"US-2015-101511","OFF-SU-10002189"
"CA-2015-137225","OFF-AR-10001940"
"CA-2014-166191","OFF-ST-10003455"
"CA-2014-166191","TEC-AC-10004659"
"CA-2014-158274","TEC-PH-10003273"
"CA-2014-158274","TEC-PH-10004896"
"CA-2014-158274","TEC-AC-10002345"
"CA-2016-105018","OFF-BI-10001890"
"CA-2014-123260","TEC-AC-10002323"
"CA-2016-157000","OFF-ST-10001328"
"CA-2016-157000","OFF-PA-10001950"
"CA-2015-102281","FUR-BO-10002613"
"CA-2015-102281","TEC-PH-10001552"
"CA-2015-102281","OFF-PA-10000061"
"CA-2015-102281","FUR-BO-10002545"
"CA-2015-102281","OFF-AR-10003514"
"CA-2015-131457","OFF-EN-10001509"
"CA-2014-140004","OFF-AR-10004685"
"CA-2014-140004","OFF-AR-10004027"
"CA-2017-107720","OFF-ST-10001414"
"US-2017-124303","OFF-BI-10000343"
"US-2017-124303","OFF-PA-10002749"
"CA-2017-105074","OFF-PA-10002666"
"CA-2014-133690","FUR-TA-10004289"
"CA-2014-133690","OFF-AP-10003622"
"US-2017-116701","OFF-AP-10003217"
"CA-2017-126382","FUR-FU-10002960"
"CA-2017-108329","TEC-PH-10001918"
"CA-2017-135860","OFF-ST-10000642"
"CA-2017-135860","TEC-PH-10001700"
"CA-2017-135860","OFF-BI-10003274"
"CA-2017-135860","OFF-FA-10000134"
"CA-2017-135860","OFF-ST-10001522"
"CA-2015-101007","TEC-AC-10001266"
"CA-2015-146262","OFF-LA-10004544"
"CA-2015-146262","FUR-BO-10004695"
"CA-2015-146262","TEC-PH-10002844"
"CA-2015-146262","TEC-MA-10000864"
"CA-2015-146262","TEC-AC-10000109"
"CA-2016-130162","OFF-ST-10001328"
"CA-2016-130162","TEC-PH-10002563"
"CA-2015-169397","OFF-FA-10000585"
"CA-2015-169397","OFF-PA-10004000"
"CA-2015-169397","OFF-BI-10002852"
"CA-2015-169397","FUR-FU-10000087"
"CA-2015-169397","TEC-MA-10001148"
"CA-2015-169397","OFF-AR-10001958"
"CA-2015-163055","OFF-AR-10001026"
"CA-2015-163055","FUR-TA-10003748"
"CA-2015-163055","OFF-ST-10002485"
"US-2015-145436","FUR-CH-10004860"
"US-2015-145436","FUR-CH-10004477"
"US-2014-156216","OFF-BI-10001679"
"US-2017-100930","FUR-TA-10001705"
"US-2017-100930","FUR-TA-10003473"
"US-2017-100930","OFF-BI-10001679"
"US-2017-100930","FUR-FU-10004017"
"US-2017-100930","TEC-AC-10003832"
"CA-2017-160514","OFF-PA-10002479"
"CA-2016-157749","OFF-PA-10003349"
"CA-2016-157749","FUR-FU-10000576"
"CA-2016-157749","FUR-FU-10004351"
"CA-2016-157749","TEC-PH-10000011"
"CA-2016-157749","FUR-TA-10002607"
"CA-2016-157749","FUR-FU-10002505"
"CA-2016-157749","OFF-AR-10004685"
"CA-2014-131926","FUR-CH-10004063"
"CA-2014-131926","OFF-ST-10002276"
"CA-2014-131926","OFF-PA-10004082"
"CA-2014-131926","OFF-AP-10002945"
"CA-2014-131926","OFF-PA-10000061"
"CA-2016-154739","FUR-CH-10002965"
"CA-2016-145625","OFF-PA-10004569"
"CA-2016-145625","TEC-AC-10003832"
"CA-2016-146941","OFF-ST-10001228"
"CA-2016-146941","OFF-EN-10003296"
"US-2015-159982","FUR-FU-10002505"
"US-2015-159982","OFF-ST-10004804"
"US-2015-159982","OFF-ST-10001590"
"US-2015-159982","TEC-PH-10001580"
"CA-2017-163139","TEC-AC-10000290"
"CA-2017-163139","OFF-ST-10002790"
"CA-2017-163139","OFF-BI-10003460"
"US-2017-155299","OFF-AP-10002203"
"US-2014-106992","TEC-MA-10000822"
"US-2014-106992","TEC-MA-10003353"
"CA-2016-125318","TEC-PH-10001433"
"CA-2015-155040","TEC-AC-10004469"
"CA-2017-136826","OFF-AR-10003602"
"CA-2016-111010","OFF-FA-10003472"
"US-2017-145366","OFF-ST-10004180"
"US-2017-145366","OFF-EN-10004386"
"CA-2017-163979","OFF-ST-10003208"
"CA-2015-155334","TEC-AC-10003628"
"CA-2015-155334","FUR-FU-10003274"
"CA-2015-155334","OFF-BI-10002557"
"CA-2017-118136","OFF-PA-10002615"
"CA-2017-118136","OFF-AR-10001427"
"CA-2017-132976","OFF-PA-10000673"
"CA-2017-132976","OFF-PA-10004470"
"CA-2017-132976","OFF-ST-10000876"
"CA-2017-132976","OFF-LA-10002043"
"US-2015-161991","OFF-BI-10004967"
"US-2015-161991","TEC-PH-10001760"
"CA-2015-130890","FUR-TA-10002903"
"CA-2015-130883","OFF-PA-10000474"
"CA-2015-130883","TEC-AC-10001956"
"CA-2015-130883","OFF-PA-10004100"
"CA-2016-112697","OFF-BI-10000778"
"CA-2016-112697","OFF-AP-10002684"
"CA-2016-112697","OFF-SU-10000646"
"CA-2016-110772","OFF-FA-10002983"
"CA-2016-110772","OFF-LA-10004689"
"CA-2016-110772","TEC-AC-10002001"
"CA-2016-110772","FUR-BO-10004709"
"CA-2014-111451","FUR-FU-10004091"
"CA-2014-111451","FUR-CH-10001891"
"CA-2014-111451","FUR-FU-10002918"
"CA-2014-111451","OFF-BI-10004593"
"CA-2014-111451","OFF-FA-10004854"
"CA-2016-142545","OFF-PA-10002105"
"CA-2016-142545","OFF-ST-10002756"
"CA-2016-142545","OFF-PA-10004243"
"CA-2016-142545","FUR-FU-10001861"
"CA-2016-142545","OFF-BI-10002706"
"US-2017-152380","FUR-TA-10002533"
"CA-2015-144253","FUR-FU-10002671"
"CA-2014-130960","OFF-AR-10003651"
"CA-2014-111003","OFF-BI-10001072"
"CA-2014-111003","OFF-AR-10002135"
"CA-2017-126774","OFF-AR-10002804"
"CA-2016-142902","FUR-FU-10001918"
"CA-2016-142902","FUR-CH-10004086"
"CA-2016-142902","FUR-FU-10001756"
"CA-2016-142902","OFF-LA-10000634"
"CA-2014-120887","FUR-FU-10001588"
"CA-2014-167850","TEC-PH-10002398"
"CA-2014-167850","OFF-PA-10001937"
"CA-2014-164259","OFF-AR-10003373"
"CA-2014-164973","FUR-CH-10002602"
"CA-2014-164973","TEC-MA-10002927"
"CA-2014-164973","TEC-PH-10004093"
"CA-2014-164973","TEC-AC-10000892"
"CA-2014-164973","OFF-ST-10002974"
"CA-2014-156601","OFF-FA-10000624"
"CA-2016-162138","OFF-BI-10004593"
"CA-2016-162138","TEC-AC-10001908"
"CA-2017-153339","FUR-FU-10001967"
"US-2016-141544","TEC-PH-10003645"
"US-2016-141544","OFF-ST-10000675"
"US-2016-141544","FUR-CH-10003312"
"US-2016-141544","OFF-LA-10001074"
"US-2016-141544","OFF-BI-10001524"
"US-2016-150147","TEC-PH-10004614"
"US-2016-150147","OFF-BI-10001153"
"US-2016-150147","OFF-BI-10001982"
"CA-2015-137946","OFF-BI-10001922"
"CA-2015-137946","TEC-CO-10001449"
"CA-2015-137946","OFF-BI-10004140"
"CA-2014-129924","OFF-BI-10003314"
"CA-2014-129924","FUR-TA-10004575"
"CA-2015-128167","OFF-FA-10000490"
"CA-2014-122336","OFF-AR-10000122"
"CA-2014-122336","OFF-BI-10003656"
"CA-2014-122336","OFF-FA-10002780"
"CA-2014-122336","TEC-PH-10000702"
"US-2015-120712","OFF-ST-10000107"
"CA-2017-169901","TEC-PH-10002293"
"CA-2017-134306","OFF-AR-10004027"
"CA-2017-134306","OFF-PA-10000249"
"CA-2017-134306","OFF-AR-10001374"
"CA-2016-129714","TEC-AC-10000290"
"CA-2016-129714","OFF-PA-10001970"
"CA-2016-129714","OFF-BI-10002160"
"CA-2016-129714","OFF-PA-10001970"
"CA-2016-129714","OFF-BI-10004995"
"CA-2016-138520","FUR-BO-10002268"
"CA-2016-138520","OFF-EN-10001137"
"CA-2016-138520","OFF-AR-10002399"
"CA-2016-138520","OFF-PA-10002713"
"CA-2016-130001","OFF-PA-10002666"
"CA-2017-155698","OFF-AP-10001124"
"CA-2017-155698","OFF-LA-10001158"
"CA-2017-144904","OFF-LA-10001158"
"CA-2017-144904","FUR-CH-10000785"
"CA-2017-144904","OFF-AR-10003732"
"CA-2017-144904","FUR-FU-10000023"
"CA-2014-123344","OFF-ST-10001713"
"CA-2016-155516","OFF-BI-10002412"
"CA-2016-155516","OFF-SU-10001225"
"CA-2016-155516","OFF-ST-10002406"
"CA-2016-155516","FUR-BO-10002545"
"CA-2017-104745","OFF-PA-10002036"
"CA-2017-104745","OFF-ST-10002205"
"US-2014-119137","OFF-BI-10001982"
"US-2014-119137","TEC-AC-10003911"
"US-2014-119137","OFF-AR-10000658"
"US-2014-119137","TEC-AC-10002076"
"US-2016-134656","OFF-PA-10003039"
"US-2017-134481","FUR-TA-10004915"
"CA-2015-130792","OFF-AP-10000696"
"CA-2015-130792","OFF-ST-10003327"
"CA-2015-130792","OFF-BI-10000309"
"CA-2016-134775","OFF-PA-10004734"
"CA-2016-134775","OFF-BI-10002225"
"CA-2015-125395","TEC-AC-10004708"
"US-2015-168935","FUR-TA-10000617"
"US-2015-168935","TEC-AC-10002335"
"CA-2015-122756","TEC-MA-10001681"
"CA-2015-122756","FUR-FU-10001935"
"CA-2014-115973","OFF-AR-10004757"
"CA-2017-101798","OFF-BI-10000050"
"CA-2017-101798","TEC-AC-10001998"
"US-2014-135972","TEC-PH-10003012"
"US-2014-135972","TEC-CO-10002313"
"US-2014-134971","OFF-BI-10003982"
"CA-2017-102946","OFF-BI-10004492"
"CA-2017-165603","OFF-ST-10000798"
"CA-2017-165603","OFF-PA-10002552"
"CA-2015-122259","OFF-SU-10002573"
"CA-2016-108987","OFF-ST-10001580"
"CA-2016-108987","FUR-BO-10004834"
"CA-2016-108987","OFF-ST-10000934"
"CA-2016-108987","TEC-AC-10000158"
"CA-2014-113166","OFF-PA-10001947"
"CA-2014-155208","OFF-AR-10003478"
"CA-2017-117933","OFF-AP-10004249"
"CA-2017-117457","TEC-AC-10000158"
"CA-2017-117457","TEC-CO-10004115"
"CA-2017-117457","OFF-PA-10003724"
"CA-2017-117457","FUR-TA-10002041"
"CA-2017-117457","OFF-PA-10002893"
"CA-2017-117457","OFF-LA-10003766"
"CA-2017-117457","OFF-PA-10001970"
"CA-2017-117457","FUR-BO-10001972"
"CA-2017-117457","FUR-CH-10003956"
"CA-2017-142636","OFF-PA-10000157"
"CA-2017-142636","FUR-CH-10001891"
"CA-2017-122105","OFF-AR-10004344"
"CA-2016-148796","FUR-CH-10004886"
"CA-2017-154816","OFF-PA-10003845"
"CA-2017-110478","OFF-AR-10001573"
"CA-2017-110478","OFF-EN-10000483"
"CA-2014-142048","TEC-AC-10004114"
"CA-2017-125388","FUR-FU-10004712"
"CA-2017-125388","OFF-ST-10000918"
"CA-2017-155705","FUR-CH-10000015"
"CA-2017-149160","FUR-FU-10003347"
"CA-2017-149160","OFF-BI-10001543"
"CA-2014-101476","TEC-MA-10000029"
"CA-2017-152275","OFF-AR-10000369"
"US-2016-123750","OFF-BI-10004584"
"US-2016-123750","TEC-AC-10004659"
"US-2016-123750","TEC-AC-10004659"
"US-2016-123750","OFF-ST-10000617"
"CA-2016-127369","OFF-ST-10003306"
"US-2014-150574","OFF-BI-10000773"
"US-2014-150574","TEC-AC-10002600"
"CA-2016-147375","TEC-MA-10002937"
"CA-2016-147375","OFF-PA-10001970"
"CA-2017-130043","OFF-PA-10002230"
"CA-2017-157252","FUR-CH-10003396"
"CA-2016-115756","FUR-FU-10000246"
"CA-2016-115756","OFF-ST-10000060"
"CA-2016-115756","OFF-ST-10003058"
"CA-2016-115756","OFF-PA-10002222"
"CA-2016-115756","FUR-CH-10002372"
"CA-2016-115756","OFF-LA-10001317"
"CA-2017-154214","FUR-FU-10000206"
"CA-2016-166674","OFF-AR-10000588"
"CA-2016-166674","OFF-ST-10001469"
"CA-2016-166674","OFF-AR-10001953"
"CA-2016-166674","OFF-AR-10003156"
"CA-2016-166674","OFF-AR-10004974"
"CA-2016-166674","TEC-PH-10002365"
"CA-2017-147277","FUR-TA-10001539"
"CA-2017-147277","OFF-ST-10000142"
"CA-2016-100153","TEC-AC-10001772"
"US-2014-110674","FUR-CH-10000225"
"US-2016-157945","FUR-CH-10002331"
"US-2016-157945","OFF-EN-10001415"
"CA-2015-109638","OFF-AP-10002472"
"CA-2015-109638","TEC-AC-10004571"
"CA-2015-109638","OFF-BI-10001098"
"CA-2016-109869","FUR-FU-10000023"
"CA-2016-109869","FUR-TA-10001889"
"CA-2016-109869","OFF-BI-10000315"
"CA-2016-109869","OFF-SU-10003505"
"CA-2016-109869","OFF-AP-10002578"
"US-2015-101399","FUR-FU-10002918"
"CA-2017-154907","FUR-BO-10002824"
"US-2016-100419","OFF-BI-10002194"
"CA-2015-154144","OFF-PA-10004071"
"CA-2014-144666","OFF-ST-10002743"
"CA-2014-144666","FUR-BO-10001601"
"CA-2014-144666","TEC-PH-10002680"
"CA-2014-144666","OFF-ST-10001321"
"CA-2014-144666","OFF-PA-10001509"
"CA-2014-144666","OFF-PA-10003465"
"CA-2016-103891","TEC-PH-10000149"
"CA-2016-152632","FUR-FU-10002671"
"CA-2016-100790","OFF-AR-10003045"
"CA-2016-100790","OFF-ST-10000689"
"CA-2014-134677","TEC-AC-10001445"
"CA-2014-127691","OFF-AR-10002053"
"CA-2014-127691","TEC-AC-10002567"
"CA-2017-140963","OFF-LA-10003923"
"CA-2017-140963","FUR-BO-10001337"
"CA-2017-140963","TEC-PH-10001924"
"CA-2014-154627","TEC-PH-10001363"
"CA-2014-133753","TEC-PH-10000376"
"CA-2014-133753","TEC-AC-10000303"
"CA-2014-133753","OFF-AR-10001953"
"CA-2014-113362","OFF-ST-10001809"
"CA-2014-113362","OFF-EN-10003845"
"CA-2016-169166","TEC-AC-10000991"
"US-2016-120929","FUR-TA-10001857"
"CA-2015-134782","OFF-EN-10001434"
"CA-2016-126158","OFF-BI-10002498"
"CA-2016-126158","FUR-FU-10004864"
"CA-2016-126158","FUR-CH-10002602"
"CA-2016-126158","FUR-FU-10000073"
"US-2016-105578","OFF-BI-10001670"
"US-2016-105578","OFF-BI-10001658"
"US-2016-105578","FUR-CH-10001215"
"US-2016-105578","OFF-BI-10000831"
"US-2016-105578","OFF-PA-10000357"
"CA-2017-134978","OFF-BI-10003274"
"CA-2015-145352","OFF-AR-10001662"
"CA-2015-145352","OFF-AR-10003856"
"CA-2015-145352","OFF-ST-10001228"
"CA-2015-145352","OFF-BI-10003527"
"CA-2017-135307","FUR-FU-10001290"
"CA-2017-135307","TEC-AC-10002399"
"CA-2016-106341","OFF-AR-10002053"
"CA-2017-163405","OFF-AR-10003811"
"CA-2017-163405","OFF-AR-10001246"
"CA-2017-127432","TEC-CO-10003236"
"CA-2017-127432","OFF-ST-10004507"
"CA-2017-127432","OFF-PA-10001667"
"CA-2017-127432","OFF-ST-10004459"
"CA-2015-157812","TEC-AC-10000171"
"CA-2015-157812","OFF-ST-10000736"
"CA-2015-157812","OFF-BI-10000285"
"CA-2017-145142","FUR-TA-10001857"
"US-2016-139486","TEC-PH-10003555"
"US-2016-139486","TEC-AC-10003832"
"CA-2015-158792","OFF-FA-10002815"
"CA-2017-113558","FUR-CH-10003379"
"CA-2017-113558","FUR-FU-10001756"
"US-2015-138303","OFF-ST-10004963"
"US-2015-138303","OFF-SU-10002881"
"US-2015-138303","OFF-EN-10001335"
"CA-2015-102848","FUR-CH-10000595"
"US-2017-129441","FUR-FU-10000448"
"CA-2016-168753","TEC-PH-10000984"
"CA-2016-168753","OFF-BI-10002557"
"CA-2016-126613","OFF-ST-10001325"
"US-2017-122637","OFF-BI-10002429"
"CA-2015-147851","OFF-BI-10004528"
"CA-2015-134894","OFF-AP-10001271"
"CA-2015-134894","FUR-CH-10002647"
"CA-2014-140795","TEC-AC-10001432"
"CA-2016-136924","TEC-PH-10002262"
"US-2015-120161","OFF-ST-10001809"
"CA-2014-103849","TEC-AC-10001465"
"CA-2014-103849","TEC-PH-10002597"
"CA-2014-103849","FUR-FU-10000723"
"CA-2017-162929","OFF-BI-10000404"
"CA-2017-162929","OFF-PA-10002986"
"CA-2015-113173","OFF-ST-10000604"
"CA-2015-113173","OFF-BI-10004738"
"CA-2015-113173","OFF-SU-10001935"
"CA-2016-136406","FUR-CH-10002024"
"CA-2017-112774","FUR-FU-10003039"
"CA-2017-101945","OFF-FA-10004248"
"CA-2017-100650","OFF-ST-10001780"
"CA-2014-155852","OFF-AR-10003560"
"CA-2016-113243","OFF-LA-10001297"
"CA-2016-113243","FUR-TA-10004256"
"CA-2016-113243","OFF-PA-10003441"
"CA-2017-118731","FUR-FU-10003347"
"CA-2017-118731","OFF-BI-10000069"
"CA-2014-145576","OFF-AP-10003914"
"CA-2014-145576","FUR-FU-10004020"
"CA-2015-130736","OFF-FA-10003467"
"CA-2015-130736","OFF-LA-10000634"
"CA-2017-137099","TEC-PH-10002496"
"CA-2017-156951","OFF-PA-10004530"
"CA-2017-156951","OFF-BI-10001107"
"CA-2017-156951","OFF-PA-10004451"
"CA-2017-156951","FUR-CH-10004997"
"CA-2017-164826","OFF-LA-10001297"
"CA-2017-164826","OFF-FA-10000585"
"CA-2017-164826","OFF-BI-10001922"
"CA-2017-164826","TEC-PH-10000347"
"CA-2016-127250","OFF-AR-10003394"
"CA-2015-149713","OFF-PA-10004530"
"CA-2015-149713","OFF-PA-10001450"
"CA-2015-149713","OFF-SU-10001574"
"CA-2017-118640","OFF-ST-10002974"
"CA-2017-118640","FUR-FU-10001475"
"CA-2015-132906","OFF-SU-10004498"
"CA-2017-145233","TEC-PH-10004977"
"CA-2017-145233","TEC-PH-10000586"
"CA-2017-145233","OFF-AP-10000358"
"CA-2017-145233","OFF-BI-10002764"
"CA-2017-145233","TEC-PH-10001254"
"CA-2015-128139","FUR-CH-10003956"
"CA-2015-128139","OFF-LA-10003930"
"US-2016-156986","TEC-PH-10003800"
"US-2016-156986","OFF-PA-10002005"
"US-2016-156986","OFF-BI-10002498"
"US-2016-156986","OFF-PA-10004101"
"CA-2014-135405","OFF-AR-10004078"
"CA-2014-135405","TEC-AC-10001266"
"CA-2014-131450","OFF-AP-10004708"
"CA-2014-131450","TEC-CO-10004115"
"CA-2014-131450","TEC-PH-10002398"
"CA-2014-131450","FUR-FU-10001979"
"CA-2016-120180","OFF-SU-10004115"
"US-2016-100720","TEC-PH-10001425"
"US-2016-100720","TEC-PH-10003963"
"US-2016-100720","OFF-SU-10001574"
"CA-2014-149958","OFF-ST-10001490"
"CA-2014-149958","FUR-FU-10001756"
"CA-2014-149958","OFF-BI-10000773"
"CA-2014-149958","OFF-BI-10001543"
"CA-2014-149958","OFF-PA-10002120"
"US-2014-105767","OFF-BI-10000848"
"US-2014-105767","OFF-AR-10001246"
"US-2014-105767","TEC-PH-10003092"
"CA-2016-161816","TEC-PH-10003012"
"CA-2016-161816","OFF-LA-10004345"
"CA-2016-121223","OFF-PA-10001204"
"CA-2016-121223","TEC-PH-10004667"
"CA-2017-138611","TEC-PH-10000011"
"CA-2017-138611","OFF-BI-10002949"
"CA-2017-117947","FUR-FU-10003849"
"CA-2017-117947","FUR-FU-10000010"
"CA-2017-117947","OFF-BI-10002824"
"CA-2017-117947","TEC-PH-10002538"
"CA-2017-117947","FUR-FU-10000521"
"US-2014-111171","OFF-BI-10002103"
"CA-2015-138009","FUR-CH-10004853"
"CA-2015-138009","OFF-AP-10000179"
"CA-2015-138009","OFF-ST-10001272"
"CA-2015-138009","OFF-AR-10004042"
"CA-2017-163020","FUR-FU-10000221"
"CA-2017-153787","OFF-AP-10001563"
"CA-2017-133431","OFF-BI-10000605"
"CA-2017-133431","OFF-PA-10002615"
"US-2016-135720","OFF-ST-10001963"
"US-2016-135720","TEC-AC-10001267"
"US-2016-135720","TEC-PH-10002103"
"CA-2017-144694","TEC-AC-10002857"
"CA-2017-144694","OFF-LA-10003930"
"CA-2015-168004","FUR-CH-10001482"
"US-2016-123470","OFF-BI-10001989"
"US-2016-123470","OFF-AP-10003287"
"CA-2016-115917","FUR-FU-10000576"
"CA-2016-115917","OFF-BI-10004728"
